,POINT_ID,coarse,clay,silt,sand,pH_in_H2O,pH_in_CaCl2,OC,CaCO3,N,P,K,CEC,Notes,sample_ID,GPS_LAT,GPS_LONG,geometry
1003,43343206.0,5,18.0,80.0,2.0,5.87,5.52,11.6,0.0,1.3,38.4,189.8,11.7,,2469,51.96,10.19,POINT (10.19 51.96)
1004,43343112.0,17,11.0,46.0,43.0,4.5,3.78,17.4,1.0,0.9,40.8,59.3,8.5,,2726,51.12,10.19,POINT (10.19 51.12)
1005,43343040.0,5,33.0,59.0,8.0,7.62,7.18,32.9,28.0,3.4,32.2,349.4,34.4,,2296,50.47,10.18,POINT (10.18 50.47)
1006,43342968.0,4,36.0,60.0,5.0,7.93,7.18,17.5,4.0,1.8,65.7,585.7,19.5,,1760,49.82,10.18,POINT (10.18 49.82)
1007,43342932.0,12,34.0,47.0,18.0,7.73,7.27,16.8,54.0,1.8,46.6,328.1,22.8,,1612,49.5,10.18,POINT (10.18 49.5)
1008,43342774.0,11,15.0,60.0,25.0,6.08,5.77,11.2,1.0,1.3,64.0,200.6,9.7,,2520,48.08,10.17,POINT (10.17 48.08)
1009,43342756.0,13,32.0,35.0,33.0,6.33,6.03,43.2,3.0,4.2,25.3,123.7,26.5,,2515,47.92,10.17,POINT (10.17 47.92)
1010,43323376.0,5,55.0,34.0,11.0,6.08,5.53,27.0,1.0,2.7,49.2,233.3,33.5,,1203,53.49,10.17,POINT (10.17 53.49)
1011,43323334.0,2,3.0,9.0,87.0,4.55,4.01,9.1,0.0,1.0,63.8,26.7,2.1,,1200,53.11,10.16,POINT (10.16 53.11)
1012,43323276.0,2,2.0,1.0,97.0,4.0,3.27,4.6,0.0,0.2,18.5,21.6,2.5,,1159,52.59,10.16,POINT (10.16 52.59)
1013,43323160.0,3,16.0,80.0,4.0,7.09,6.48,12.9,3.0,1.4,110.3,262.1,16.0,,2734,51.55,10.16,POINT (10.16 51.55)
1014,43323106.0,13,27.0,70.0,3.0,5.39,4.97,17.0,1.0,1.9,31.5,139.2,11.8,,2270,51.07,10.16,POINT (10.16 51.07)
1015,43323088.0,10,6.0,28.0,65.0,3.97,3.23,36.0,0.0,1.3,19.4,57.1,17.9,,2266,50.9,10.16,POINT (10.16 50.9)
1016,43322980.0,11,29.0,63.0,8.0,8.14,7.45,12.9,46.0,1.5,38.9,355.1,19.8,,1737,49.93,10.15,POINT (10.15 49.93)
1017,43322934.0,12,38.0,58.0,4.0,7.5,6.85,37.3,7.0,3.5,13.3,185.8,40.7,,1613,49.52,10.15,POINT (10.15 49.52)
1018,43322872.0,11,20.0,47.0,33.0,7.19,6.41,17.3,2.0,1.9,87.2,352.0,15.3,,2008,48.96,10.15,POINT (10.15 48.96)
1019,43303296.0,2,1.0,3.0,96.0,3.93,2.87,28.2,0.0,0.9,0.0,26.8,3.2,,1189,52.77,10.13,POINT (10.13 52.77)
1020,43303272.0,4,7.0,15.0,79.0,6.21,5.75,10.2,1.0,1.1,25.7,44.5,8.8,,1158,52.56,10.13,POINT (10.13 52.56)
1021,43303228.0,1,16.0,81.0,3.0,7.01,6.47,13.2,1.0,1.5,37.1,0.0,13.6,,1175,52.16,10.13,POINT (10.13 52.16)
1022,43303218.0,9,28.0,61.0,10.0,7.48,6.99,16.7,18.0,1.8,109.3,474.9,19.4,,2478,52.07,10.13,POINT (10.13 52.07)
1023,43303188.0,5,16.0,82.0,2.0,4.57,3.87,11.6,0.0,1.2,20.7,42.3,5.4,,40041,51.8,10.13,POINT (10.13 51.8)
1024,43303134.0,41,28.0,65.0,7.0,7.87,7.36,29.8,85.0,3.0,0.0,348.0,31.4,many stones,2722,51.32,10.13,POINT (10.13 51.32)
1025,43303056.0,9,42.0,50.0,8.0,7.44,7.07,39.2,35.0,3.6,11.8,491.0,39.3,,2310,50.62,10.13,POINT (10.13 50.62)
1026,43302984.0,17,25.0,72.0,3.0,7.9,7.35,13.1,23.0,1.5,20.3,239.5,19.2,,1736,49.97,10.13,POINT (10.13 49.97)
1027,43302918.0,0,36.0,53.0,11.0,7.3,6.9,29.4,3.0,3.0,15.2,527.2,24.8,,1603,49.37,10.12,POINT (10.12 49.37)
1028,43302904.0,5,45.0,44.0,11.0,6.92,6.32,35.2,2.0,3.2,24.3,268.7,24.7,,1618,49.25,10.12,POINT (10.12 49.25)
1029,43302858.0,12,21.0,16.0,63.0,5.54,5.12,16.2,0.0,1.6,0.0,59.1,11.0,,2009,48.84,10.12,POINT (10.12 48.84)
1030,43302778.0,4,22.0,37.0,41.0,7.32,7.06,45.3,170.0,4.2,105.3,122.4,22.3,,2519,48.12,10.12,POINT (10.12 48.12)
1031,43302768.0,33,23.0,36.0,41.0,7.32,6.91,27.2,22.0,2.7,75.3,198.6,20.7,,2511,48.03,10.12,POINT (10.12 48.03)
1032,43283178.0,3,13.0,84.0,4.0,4.54,3.75,14.3,0.0,1.3,17.9,59.4,6.8,,2740,51.71,10.1,POINT (10.1 51.71)
1033,43283160.0,8,17.0,79.0,4.0,6.73,6.36,12.1,1.0,1.3,67.1,128.3,10.9,,2735,51.55,10.1,POINT (10.1 51.55)
1034,43283142.0,15,17.0,67.0,16.0,3.93,3.36,22.1,0.0,1.5,40.1,113.9,11.9,,2736,51.39,10.1,POINT (10.1 51.39)
1035,43283124.0,11,15.0,53.0,32.0,4.44,3.62,17.9,1.0,1.1,56.0,50.8,3.8,,2724,51.23,10.1,POINT (10.1 51.23)
1036,43283088.0,6,7.0,20.0,72.0,4.59,3.85,14.9,0.0,1.4,27.6,94.5,6.9,,2262,50.9,10.1,POINT (10.1 50.9)
1037,43283052.0,17,27.0,61.0,12.0,6.3,6.06,43.5,2.0,3.9,14.1,83.6,24.9,,2299,50.58,10.1,POINT (10.1 50.58)
1038,43263454.0,11,5.0,15.0,79.0,5.65,4.99,16.2,1.0,1.5,125.5,173.2,4.4,,3038,54.19,10.08,POINT (10.08 54.19)
1039,43263338.0,1,8.0,31.0,61.0,6.34,5.91,28.2,0.0,2.8,35.5,48.2,9.8,,1199,53.15,10.07,POINT (10.07 53.15)
1040,43263302.0,4,6.0,22.0,72.0,5.74,5.32,40.7,0.0,2.4,69.0,46.3,11.1,,1190,52.83,10.07,POINT (10.07 52.83)
1041,43263284.0,9,3.0,9.0,88.0,3.43,2.62,103.4,0.0,2.8,16.6,0.0,10.6,,1162,52.66,10.07,POINT (10.07 52.66)
1042,43263184.0,3,14.0,86.0,1.0,3.8,3.25,29.7,1.0,1.5,0.0,55.9,8.3,,2460,51.77,10.07,POINT (10.07 51.77)
1043,43263144.0,9,18.0,78.0,4.0,4.1,3.63,22.6,1.0,1.4,0.0,61.0,6.5,,2737,51.41,10.07,POINT (10.07 51.41)
1044,43263126.0,10,48.0,49.0,3.0,6.27,5.65,68.6,2.0,4.1,0.0,249.6,35.4,,2725,51.25,10.07,POINT (10.07 51.25)
1045,43263090.0,19,9.0,22.0,69.0,5.04,4.62,21.1,1.0,1.6,83.2,295.8,8.3,,2261,50.92,10.07,POINT (10.07 50.92)
1046,43262960.0,11,22.0,64.0,14.0,7.12,6.74,11.5,1.0,1.3,51.4,196.2,14.2,,1735,49.75,10.07,POINT (10.07 49.75)
1047,43262834.0,11,34.0,52.0,14.0,7.44,7.18,48.0,94.0,4.4,28.9,251.0,36.9,,2020,48.62,10.07,POINT (10.07 48.62)
1048,43243280.0,11,6.0,8.0,86.0,6.31,5.87,19.4,0.0,1.4,17.2,63.3,8.6,,1163,52.63,10.04,POINT (10.04 52.63)
1049,43242848.0,26,22.0,65.0,13.0,5.67,5.41,39.9,1.0,2.7,13.5,81.6,11.6,,2018,48.75,10.04,POINT (10.04 48.75)
1050,43242812.0,14,33.0,47.0,20.0,7.47,7.26,22.6,203.0,2.7,29.3,336.1,27.4,,2024,48.42,10.04,POINT (10.04 48.42)
1051,43223312.0,6,2.0,6.0,92.0,5.37,4.53,18.6,0.0,0.7,0.0,38.5,2.9,,1209,52.92,10.01,POINT (10.01 52.92)
1052,43223266.0,8,2.0,8.0,90.0,4.91,4.49,16.8,0.0,1.0,32.4,26.8,2.9,,1157,52.5,10.01,POINT (10.01 52.5)
1053,43223216.0,12,16.0,64.0,20.0,4.97,3.97,5.4,0.0,0.6,53.6,0.0,9.7,,1176,52.05,10.01,POINT (10.01 52.05)
1054,43223212.0,3,14.0,81.0,4.0,6.87,6.47,12.3,1.0,1.4,52.5,174.3,13.7,,2479,52.02,10.01,POINT (10.01 52.02)
1055,43223108.0,46,44.0,49.0,7.0,7.42,7.09,83.1,152.0,5.7,0.0,395.7,53.9,,2276,51.08,10.01,POINT (10.01 51.08)
1056,43222996.0,27,24.0,62.0,15.0,6.9,6.55,38.0,2.0,3.0,35.7,356.5,26.0,,2335,50.08,10.01,POINT (10.01 50.08)
1057,43222856.0,59,53.0,36.0,11.0,6.51,6.36,44.3,0.0,4.4,103.6,303.3,35.1,,2010,48.82,10.01,POINT (10.01 48.82)
1058,43222790.0,3,20.0,42.0,38.0,5.46,4.84,29.5,0.0,3.3,11.1,87.3,13.5,,2398,48.22,10.01,POINT (10.01 48.22)
1059,43222748.0,16,17.0,30.0,54.0,5.48,4.77,16.9,0.0,2.0,67.7,60.6,7.0,,2514,47.85,10.01,POINT (10.01 47.85)
1060,43222730.0,8,27.0,40.0,34.0,5.58,5.12,37.4,0.0,3.9,24.5,89.2,21.9,,3106,47.68,10.01,POINT (10.01 47.68)
1061,43203412.0,6,6.0,22.0,73.0,4.79,4.17,13.9,0.0,1.2,56.9,49.4,1.0,,1427,53.82,9.98,POINT (9.98 53.82)
1062,43203208.0,8,22.0,69.0,9.0,7.55,7.21,16.9,18.0,1.9,36.6,206.3,19.0,,2200,51.98,9.99,POINT (9.99 51.98)
1063,43203034.0,10,12.0,19.0,69.0,5.85,5.47,17.2,1.0,1.5,18.2,112.3,8.0,,2317,50.42,9.99,POINT (9.99 50.42)
1064,43203016.0,11,13.0,42.0,45.0,6.61,6.15,9.6,0.0,1.1,29.0,143.5,6.0,,2316,50.26,9.99,POINT (9.99 50.26)
1065,43202926.0,11,21.0,66.0,13.0,7.65,7.33,13.9,151.0,2.1,82.5,439.8,17.9,,1604,49.45,9.99,POINT (9.99 49.45)
1066,43202776.0,6,18.0,53.0,29.0,6.54,6.32,15.0,1.0,1.8,54.8,216.7,11.2,,2518,48.1,9.99,POINT (9.99 48.1)
1067,43202746.0,4,25.0,53.0,22.0,5.93,5.5,36.4,0.0,3.6,35.0,111.1,12.5,,2503,47.83,9.99,POINT (9.99 47.83)
1068,43202722.0,6,22.0,47.0,31.0,5.34,4.96,30.7,1.0,3.4,69.1,142.8,10.6,,3107,47.61,9.99,POINT (9.99 47.61)
1069,43183482.0,9,7.0,20.0,73.0,6.46,6.15,9.6,0.0,1.0,39.8,118.1,6.6,,1372,54.44,9.95,POINT (9.949999999999999 54.44)
1070,43183468.0,10,20.0,41.0,39.0,6.27,5.75,12.3,0.0,1.3,58.6,200.7,10.2,,1685,54.32,9.95,POINT (9.949999999999999 54.32)
1071,43183428.0,4,8.0,13.0,78.0,5.62,5.15,83.5,2.0,3.9,66.6,232.6,14.5,,1421,53.96,9.95,POINT (9.949999999999999 53.96)
1072,43183396.0,6,4.0,11.0,84.0,5.51,4.9,16.2,0.0,1.5,63.3,96.7,6.0,,1431,53.67,9.95,POINT (9.949999999999999 53.67)
1073,43183234.0,17,17.0,74.0,9.0,7.56,7.19,18.0,13.0,1.8,109.0,359.9,18.3,,1179,52.22,9.96,POINT (9.960000000000001 52.22)
1074,43183122.0,4,12.0,81.0,7.0,7.2,6.89,14.8,2.0,1.5,45.8,334.0,10.1,,2715,51.21,9.96,POINT (9.960000000000001 51.21)
1075,43183036.0,11,44.0,48.0,8.0,5.2,4.8,66.2,0.0,5.9,17.8,186.7,25.9,,2297,50.44,9.96,POINT (9.960000000000001 50.44)
1076,43182942.0,4,26.0,72.0,2.0,7.79,7.18,12.4,2.0,1.5,36.8,196.8,14.6,,1766,49.59,9.96,POINT (9.960000000000001 49.59)
1077,43182906.0,17,45.0,46.0,9.0,7.59,7.2,26.3,83.0,2.7,0.0,290.2,25.1,,1601,49.27,9.96,POINT (9.960000000000001 49.27)
1078,43182888.0,9,47.0,44.0,9.0,6.88,6.62,49.2,38.0,4.4,10.2,279.8,30.4,,2007,49.11,9.96,POINT (9.960000000000001 49.11)
1079,43182820.0,4,23.0,73.0,4.0,7.39,6.98,19.4,8.0,2.0,106.4,581.4,18.3,,2022,48.49,9.96,POINT (9.960000000000001 48.49)
1080,43182798.0,2,12.0,76.0,12.0,6.5,6.04,13.7,1.0,1.7,75.3,397.1,8.9,,2399,48.3,9.96,POINT (9.960000000000001 48.3)
1081,43182784.0,3,18.0,68.0,14.0,6.6,6.01,14.2,0.0,1.4,21.3,218.5,9.2,,2901,48.17,9.96,POINT (9.960000000000001 48.17)
1082,43182744.0,8,20.0,49.0,32.0,5.51,5.07,53.0,0.0,5.4,96.9,315.7,17.3,,2502,47.81,9.96,POINT (9.960000000000001 47.81)
1083,43182730.0,8,22.0,35.0,43.0,5.04,4.64,29.3,1.0,3.2,18.9,597.6,9.4,,3108,47.68,9.96,POINT (9.960000000000001 47.68)
1084,43163458.0,18,3.0,7.0,90.0,5.0,4.52,7.6,1.0,0.8,98.0,196.1,3.1,,1371,54.23,9.92,POINT (9.92 54.23)
1085,43163422.0,24,2.0,7.0,91.0,4.88,4.21,26.7,0.0,1.7,147.1,53.5,2.6,,1425,53.91,9.92,POINT (9.92 53.91)
1086,43163098.0,50,28.0,57.0,15.0,7.52,7.32,40.4,250.0,2.6,0.0,212.7,22.9,many stones,2254,50.99,9.93,POINT (9.93 50.99)
1087,43163044.0,19,21.0,44.0,35.0,6.9,6.65,26.0,6.0,2.2,13.7,384.3,35.1,,2298,50.51,9.93,POINT (9.93 50.51)
1088,43162972.0,44,38.0,52.0,10.0,8.12,7.4,20.1,68.0,2.0,70.1,534.0,26.0,,1610,49.86,9.93,POINT (9.93 49.86)
1089,43162954.0,7,36.0,59.0,5.0,7.09,6.48,21.6,0.0,2.7,22.0,245.4,25.1,,1734,49.7,9.93,POINT (9.93 49.7)
1090,43162914.0,19,47.0,44.0,9.0,5.66,4.9,28.4,1.0,2.8,37.4,183.8,21.4,,1768,49.34,9.93,POINT (9.93 49.34)
1091,43162842.0,22,27.0,64.0,9.0,5.94,5.6,20.0,1.0,2.1,0.0,34.0,9.1,,2016,48.69,9.93,POINT (9.93 48.69)
1092,43143406.0,5,4.0,8.0,89.0,6.35,6.0,24.9,1.0,2.2,75.2,99.9,10.5,,1430,53.76,9.89,POINT (9.890000000000001 53.76)
1093,43143286.0,6,3.0,7.0,91.0,5.75,5.03,20.3,0.0,1.6,132.2,0.0,4.8,,1166,52.68,9.9,POINT (9.9 52.68)
1094,43143214.0,23,35.0,54.0,10.0,7.85,7.29,25.0,287.0,2.5,54.9,398.5,30.4,,1177,52.04,9.9,POINT (9.9 52.04)
1095,43143096.0,21,9.0,23.0,68.0,3.96,3.43,31.0,1.0,1.3,52.9,69.4,3.0,,2253,50.98,9.9,POINT (9.9 50.98)
1096,43143006.0,14,16.0,47.0,37.0,7.39,6.78,24.2,4.0,2.3,17.9,279.1,14.2,,2341,50.17,9.9,POINT (9.9 50.17)
1097,43142836.0,3,46.0,50.0,4.0,6.33,5.17,20.1,2.0,2.2,27.1,15.2,24.2,,2021,48.64,9.91,POINT (9.91 48.64)
1098,43123506.0,8,14.0,25.0,61.0,7.5,7.14,12.6,15.0,1.3,55.2,109.8,10.7,,1362,54.66,9.86,POINT (9.859999999999999 54.66)
1099,43123480.0,20,19.0,41.0,40.0,7.0,6.55,14.5,2.0,1.5,33.9,169.9,13.0,,1373,54.43,9.86,POINT (9.859999999999999 54.43)
1100,43123272.0,3,3.0,5.0,92.0,7.15,6.39,10.2,1.0,0.9,33.8,0.0,6.9,,1167,52.56,9.87,POINT (9.869999999999999 52.56)
1101,43123260.0,10,59.0,34.0,7.0,6.17,6.03,46.8,1.0,3.8,48.8,364.5,33.5,,1156,52.45,9.87,POINT (9.869999999999999 52.45)
1102,43123128.0,17,12.0,54.0,33.0,6.03,4.9,11.3,0.0,1.3,45.7,80.6,6.5,,2714,51.26,9.87,POINT (9.869999999999999 51.26)
1103,43123120.0,12,10.0,32.0,59.0,3.74,2.9,107.2,1.0,4.1,10.4,77.9,8.2,,2716,51.19,9.87,POINT (9.869999999999999 51.19)
1104,43123092.0,4,17.0,58.0,25.0,4.94,4.55,18.9,1.0,2.2,0.0,56.0,9.8,,2252,50.94,9.87,POINT (9.869999999999999 50.94)
1105,43123074.0,35,34.0,59.0,7.0,6.04,5.74,29.6,2.0,2.9,23.0,195.1,21.8,,2263,50.78,9.87,POINT (9.869999999999999 50.78)
1106,43122984.0,4,42.0,54.0,4.0,6.85,6.5,12.5,3.0,1.4,29.6,322.0,24.5,,1761,49.97,9.87,POINT (9.869999999999999 49.97)
1107,43122940.0,4,17.0,80.0,3.0,7.45,6.85,10.8,1.0,1.2,50.7,283.8,11.6,,1730,49.57,9.88,POINT (9.880000000000001 49.57)
1108,43122882.0,6,34.0,54.0,11.0,7.04,6.42,22.1,6.0,1.9,0.0,235.9,22.1,,2006,49.05,9.88,POINT (9.880000000000001 49.05)
1109,43122864.0,9,29.0,62.0,9.0,5.3,4.96,18.9,0.0,2.1,11.5,76.5,13.7,,2011,48.89,9.88,POINT (9.880000000000001 48.89)
1110,43122768.0,7,21.0,56.0,23.0,6.23,5.55,16.3,0.0,1.7,43.7,297.6,9.8,,2508,48.03,9.88,POINT (9.880000000000001 48.03)
1111,43122720.0,16,26.0,42.0,32.0,5.67,5.13,49.1,1.0,4.8,27.2,95.2,18.8,,3102,47.59,9.88,POINT (9.880000000000001 47.59)
1112,43103214.0,2,35.0,61.0,4.0,6.15,5.86,39.4,2.0,2.6,16.3,124.7,24.5,,2472,52.04,9.84,POINT (9.84 52.04)
1113,43103178.0,5,33.0,65.0,2.0,6.93,6.39,31.3,3.0,3.2,61.3,174.1,23.3,,2497,51.71,9.84,POINT (9.84 51.71)
1114,43083518.0,5,11.0,34.0,55.0,5.46,4.91,41.6,0.0,3.7,67.6,205.4,12.2,,1363,54.77,9.8,POINT (9.800000000000001 54.77)
1115,43083338.0,4,2.0,8.0,90.0,5.88,4.82,23.7,0.0,1.4,41.4,44.3,3.5,,1207,53.15,9.81,POINT (9.81 53.15)
1116,43083324.0,10,7.0,20.0,72.0,5.78,5.27,15.2,1.0,1.1,30.9,43.2,4.9,,1208,53.02,9.81,POINT (9.81 53.02)
1117,43083270.0,4,4.0,7.0,89.0,5.71,5.13,13.7,0.0,1.4,27.9,62.7,4.4,,1168,52.54,9.81,POINT (9.81 52.54)
1118,43083194.0,5,16.0,82.0,2.0,6.64,6.15,11.7,2.0,1.4,34.8,133.4,10.8,,2471,51.86,9.81,POINT (9.81 51.86)
1119,43083184.0,11,13.0,57.0,30.0,6.87,6.43,45.0,0.0,3.6,16.3,57.7,27.6,,2466,51.77,9.81,POINT (9.81 51.77)
1120,43083162.0,11,11.0,88.0,1.0,5.39,5.03,11.5,1.0,0.8,0.0,40.8,4.2,,2739,51.57,9.81,POINT (9.81 51.57)
1121,43083104.0,11,25.0,48.0,27.0,4.78,4.49,45.8,1.0,3.8,0.0,104.0,15.1,,2255,51.05,9.81,POINT (9.81 51.05)
1122,43082978.0,12,7.0,14.0,79.0,7.75,7.29,8.4,27.0,0.8,30.0,65.8,8.4,,1733,49.91,9.82,POINT (9.82 49.91)
1123,43082946.0,4,16.0,78.0,6.0,7.04,6.71,11.8,0.0,1.5,53.0,251.7,13.2,,1767,49.63,9.82,POINT (9.82 49.63)
1124,43082928.0,34,25.0,72.0,4.0,7.28,6.96,33.3,18.0,3.4,21.7,123.1,30.1,,1731,49.46,9.82,POINT (9.82 49.46)
1125,43082888.0,11,51.0,41.0,8.0,7.07,6.73,47.0,20.0,4.4,11.8,263.2,31.6,,2004,49.1,9.82,POINT (9.82 49.1)
1126,43082748.0,11,19.0,34.0,47.0,5.68,4.89,43.3,0.0,4.1,117.4,246.2,14.1,,2504,47.85,9.83,POINT (9.83 47.85)
1127,43063424.0,2,4.0,8.0,88.0,4.2,3.48,25.9,0.0,1.7,83.0,42.2,3.0,,1426,53.92,9.77,POINT (9.77 53.92)
1128,43063370.0,5,5.0,16.0,79.0,6.66,5.52,20.3,0.0,1.5,88.9,69.4,5.4,,1206,53.44,9.77,POINT (9.77 53.44)
1129,43063136.0,18,20.0,62.0,18.0,7.53,7.15,65.5,117.0,2.7,0.0,71.4,18.9,,2723,51.33,9.78,POINT (9.779999999999999 51.33)
1130,43062920.0,5,39.0,49.0,13.0,6.99,6.63,30.9,3.0,3.2,24.5,239.3,25.4,,1769,49.39,9.79,POINT (9.789999999999999 49.39)
1131,43062758.0,16,20.0,51.0,30.0,6.04,5.76,15.7,2.0,1.9,93.0,271.5,8.5,,2507,47.94,9.8,POINT (9.800000000000001 47.94)
1132,43062722.0,7,25.0,41.0,34.0,5.85,5.27,31.4,0.0,3.4,29.4,71.0,15.8,,3105,47.61,9.8,POINT (9.800000000000001 47.61)
1133,43043486.0,16,3.0,11.0,86.0,5.22,4.51,10.1,0.0,0.9,79.5,37.4,3.3,,1681,54.48,9.74,POINT (9.74 54.48)
1134,43043432.0,7,6.0,20.0,74.0,5.86,4.99,48.6,0.0,2.7,165.4,214.4,10.5,,1422,53.99,9.74,POINT (9.74 53.99)
1135,43043230.0,6,9.0,88.0,3.0,7.59,7.2,13.3,8.0,1.4,49.8,183.1,13.0,,1178,52.18,9.75,POINT (9.75 52.18)
1136,43043168.0,6,15.0,62.0,23.0,4.45,3.94,42.5,0.0,2.9,50.5,39.6,7.7,,2463,51.62,9.75,POINT (9.75 51.62)
1137,43043122.0,6,33.0,57.0,11.0,7.28,6.89,34.7,13.0,3.0,14.7,452.9,28.2,,2713,51.21,9.76,POINT (9.76 51.21)
1138,43043108.0,4,23.0,64.0,13.0,7.69,7.04,15.7,3.0,1.7,63.1,427.2,16.0,,2426,51.08,9.76,POINT (9.76 51.08)
1139,43043086.0,4,10.0,34.0,56.0,4.5,3.93,13.3,2.0,0.8,42.0,46.9,5.6,,2257,50.89,9.76,POINT (9.76 50.89)
1140,43043060.0,7,17.0,45.0,38.0,6.63,6.12,14.3,0.0,1.5,69.6,274.6,9.7,,2264,50.65,9.76,POINT (9.76 50.65)
1141,43043032.0,5,18.0,42.0,40.0,5.36,4.65,24.6,0.0,2.4,19.2,247.2,5.4,,2314,50.4,9.76,POINT (9.76 50.4)
1142,43042964.0,14,27.0,66.0,8.0,7.91,7.5,10.7,130.0,1.4,34.7,194.4,18.5,,1609,49.79,9.76,POINT (9.76 49.79)
1143,43042898.0,11,22.0,73.0,5.0,7.37,6.76,18.9,3.0,2.1,80.8,313.7,16.3,,2003,49.19,9.77,POINT (9.77 49.19)
1144,43042816.0,4,41.0,51.0,8.0,7.64,7.11,30.4,19.0,3.1,60.8,627.4,28.4,,2035,48.46,9.77,POINT (9.77 48.46)
1145,43042730.0,5,23.0,40.0,37.0,5.14,4.72,34.7,0.0,3.7,38.7,109.3,11.1,,3109,47.68,9.77,POINT (9.77 47.68)
1146,43023484.0,15,8.0,25.0,67.0,6.32,5.98,35.4,1.0,3.2,64.5,218.8,11.7,,1682,54.46,9.71,POINT (9.710000000000001 54.46)
1147,43023478.0,11,7.0,27.0,66.0,7.2,6.81,14.5,2.0,1.4,57.5,131.1,9.6,,1376,54.41,9.71,POINT (9.710000000000001 54.41)
1148,43023370.0,7,6.0,26.0,68.0,6.08,5.91,15.7,3.0,1.4,66.1,136.6,5.3,,1215,53.44,9.71,POINT (9.710000000000001 53.44)
1149,43023334.0,3,1.0,7.0,91.0,4.36,3.49,53.1,0.0,2.2,23.5,53.4,5.9,,1106,53.11,9.72,POINT (9.720000000000001 53.11)
1150,43023200.0,3,10.0,73.0,16.0,3.74,3.3,46.8,0.0,2.4,11.2,54.6,7.9,,2467,51.91,9.72,POINT (9.720000000000001 51.91)
1151,43023196.0,11,21.0,63.0,15.0,4.5,3.64,30.2,1.0,1.8,11.6,88.5,9.2,,2468,51.87,9.72,POINT (9.720000000000001 51.87)
1152,43023172.0,11,12.0,62.0,25.0,5.98,5.5,13.5,1.0,1.4,46.5,194.7,8.9,,2464,51.66,9.73,POINT (9.73 51.66)
1153,43023106.0,7,12.0,26.0,62.0,3.9,3.46,32.8,0.0,1.6,34.3,86.9,6.9,,2250,51.06,9.73,POINT (9.73 51.06)
1154,43023100.0,7,7.0,26.0,66.0,5.1,4.53,24.9,0.0,1.1,18.1,50.9,7.2,,2251,51.01,9.73,POINT (9.73 51.01)
1155,43023088.0,4,14.0,48.0,38.0,6.22,5.81,10.4,1.0,1.2,61.6,220.0,5.6,,2256,50.9,9.73,POINT (9.73 50.9)
1156,43022974.0,8,17.0,78.0,5.0,7.06,6.54,12.4,1.0,1.5,68.3,274.2,14.5,,1607,49.88,9.74,POINT (9.74 49.88)
1157,43022962.0,23,33.0,63.0,4.0,7.45,6.96,16.6,11.0,1.7,37.0,365.6,21.2,,1608,49.77,9.74,POINT (9.74 49.77)
1158,43022872.0,1,9.0,11.0,80.0,4.78,4.58,15.7,0.0,1.8,16.1,77.6,7.0,,2013,48.96,9.74,POINT (9.74 48.96)
1159,43022818.0,7,39.0,58.0,4.0,7.34,6.71,23.4,1.0,2.2,18.5,121.3,29.1,,2034,48.48,9.74,POINT (9.74 48.48)
1160,43022782.0,5,19.0,63.0,18.0,5.79,5.26,15.3,0.0,1.8,14.4,50.1,10.8,,2517,48.15,9.74,POINT (9.74 48.15)
1161,43022764.0,2,15.0,47.0,38.0,5.98,5.34,20.8,0.0,2.3,19.8,81.6,7.1,,2510,47.99,9.75,POINT (9.75 47.99)
1162,43022722.0,7,11.0,58.0,31.0,7.47,7.17,44.5,39.0,4.9,17.1,79.3,28.3,,3104,47.61,9.75,POINT (9.75 47.61)
1163,43003518.0,16,19.0,40.0,42.0,6.7,6.35,19.2,2.0,1.8,109.3,250.3,13.3,,1364,54.77,9.67,POINT (9.67 54.77)
1164,43003378.0,17,31.0,60.0,9.0,6.12,5.38,31.6,0.0,2.8,62.2,286.8,20.2,,1214,53.51,9.68,POINT (9.68 53.51)
1165,43003176.0,25,20.0,56.0,24.0,4.62,4.01,39.8,0.0,2.1,59.4,45.4,10.5,,2717,51.69,9.7,POINT (9.699999999999999 51.69)
1166,43003036.0,14,46.0,42.0,12.0,6.72,6.11,47.3,1.0,4.0,0.0,191.0,41.2,,2315,50.44,9.7,POINT (9.699999999999999 50.44)
1167,43002766.0,1,14.0,56.0,30.0,5.4,4.77,11.0,0.0,1.3,65.0,191.8,6.1,,2509,48.01,9.72,POINT (9.720000000000001 48.01)
1168,42983458.0,4,4.0,7.0,89.0,6.06,5.63,42.4,0.0,2.5,58.2,171.6,11.5,,1365,54.23,9.65,POINT (9.65 54.23)
1169,42983346.0,15,0.0,0.0,0.0,5.68,5.34,386.9,3.0,17.1,74.6,128.9,109.8,,1109,53.22,9.66,POINT (9.66 53.22)
1170,42983332.0,1,2.0,6.0,92.0,5.46,5.01,33.9,0.0,2.3,36.4,29.0,5.5,,1105,53.1,9.66,POINT (9.66 53.1)
1171,42983296.0,6,1.0,3.0,95.0,3.9,3.19,21.7,1.0,0.9,0.0,30.4,2.2,,1097,52.77,9.66,POINT (9.66 52.77)
1172,42983166.0,9,10.0,86.0,5.0,5.62,5.06,14.4,2.0,1.6,22.2,69.1,6.0,,2470,51.6,9.67,POINT (9.67 51.6)
1173,42983130.0,7,12.0,43.0,45.0,3.89,3.44,63.7,1.0,2.2,0.0,43.3,9.1,,2712,51.28,9.67,POINT (9.67 51.28)
